iter	Passed	Remaining
514	518697	488481
515	519910	487668
516	520919	486661
517	522373	486069
518	523596	485259
519	524918	484539
520	526117	483704
521	527454	482994
522	528474	481992
523	529848	481312
524	531010	480438
525	532011	479417
526	533307	478661
527	534609	477908
528	535491	476780
529	536486	475751
530	537393	474646
531	538403	473633
532	539309	472528
533	540197	471408
534	541010	470224
535	541824	469042
536	542679	467896
537	543549	466765
538	544475	465683
539	545434	464629
540	546264	463466
541	547198	462392
542	548098	461290
543	548917	460121
544	549720	458940
545	550643	457861
546	551717	456907
547	552570	455769
548	553375	454594
549	554202	453438
550	554996	452256
551	555801	451085
552	556610	449918
553	557406	448742
554	558208	447572
555	559012	446405
556	559862	445276
557	560671	444115
558	561474	442952
559	562272	441785
560	563112	440653
561	563921	439497
562	564756	438363
563	565720	437329
564	566756	436352
565	567614	435237
566	568638	434251
567	569471	433119
568	570300	431984
569	571138	430858
570	571968	429727
571	572797	428596
572	573721	427538
573	574566	426420
574	575437	425323
575	576252	424185
576	577401	423294
577	578309	422225
578	579174	421126
579	579979	419985
580	581133	419096
581	582164	418118
582	583093	417066
583	584065	416046
584	584971	414980
585	585842	413888
586	586775	412842
587	587802	411861
588	588702	410792
589	589508	409658
590	590309	408522
591	591115	407390
592	592119	406395
593	593151	405419
594	594146	404418
595	595005	403326
596	595836	402214
597	596637	401083
598	597491	399989
599	598288	398858
600	599092	397733
601	599896	396609
602	600693	395481
603	601755	394528
604	602777	393548
605	604280	392881
606	605666	392136
607	607045	391384
608	608175	390470
609	608976	389345
610	609941	388325
611	610761	387214
612	611563	386093
613	612631	385139
614	613817	384259
615	614851	383283
616	615967	382358
617	616798	381257
618	617749	380230
619	618666	379182
620	619594	378142
621	620405	377030
622	621232	375930
623	622046	374822
624	623081	373849
625	624203	372926
626	625280	371977
627	626221	370946
628	627170	369920
629	628082	368873
630	629068	367870
631	629883	366767
632	630690	365661
633	631544	364582
634	632355	363480
635	633149	362368
636	633945	361259
637	635038	360319
638	635980	359294
639	637044	358337
640	638208	357436
641	639562	356640
642	640772	355763
643	641834	354802
644	642912	353851
645	643791	352789
646	644780	351789
647	645748	350776
648	646696	349754
649	647496	348652
650	648289	347546
651	649350	346585
652	650309	345570
653	651194	344515
654	652073	343458
655	652912	342380
656	653713	341284
657	654532	340197
658	655352	339112
659	656169	338026
660	657037	336967
661	657856	335884
662	658680	334804
663	659498	333722
664	660318	332641
665	661134	331559
666	661957	330482
667	662823	329427
668	663658	328357
669	664572	327326
670	665462	326284
671	666287	325211
672	667115	324140
673	668136	323163
674	669571	322386
675	671010	321608
676	672569	320886
677	674049	320123
678	675562	319374
679	676569	318385
680	677544	317381
681	679077	316637
682	679938	315578
683	680762	314504
684	681612	313442
685	682832	312549
686	683821	311551
687	684831	310563
688	685844	309575
689	686930	308621
690	688157	307728
691	689202	306754
692	690511	305897
693	691504	304899
694	692593	303943
695	694009	303130
696	695071	302161
697	696004	301136
698	697489	300349
699	699010	299575
700	701432	299184
701	703317	298559
702	704609	297679
703	706062	296867
704	707245	295939
705	708080	294866
706	708946	293806
707	710023	292834
708	710886	291774
709	712052	290838
710	713728	290108
711	714961	289197
712	716097	288246
713	717135	287255
714	718470	286383
715	719938	285562
716	720963	284564
717	722122	283619
718	723326	282690
719	724264	281658
720	725277	280655
721	726274	279646
722	727471	278713
723	728821	277838
724	729973	276886
725	730858	275833
726	731759	274787
727	732624	273727
728	733543	272688
729	734600	271701
730	735645	270709
731	736624	269693
732	737563	268662
733	738754	267722
734	739827	266740
735	740834	265734
736	742338	264905
737	744063	264152
738	745678	263358
739	747724	262713
740	749344	261916
741	751713	261377
742	753562	260653
743	755591	259988
744	756912	259077
745	757938	258064
746	758946	257046
747	759865	255997
748	760734	254932
749	761589	253863
750	762431	252790
751	763282	251720
752	764137	250653
753	764986	249584
754	765910	248540
755	766797	247485
756	767668	246424
757	768733	245426
758	769602	244366
759	770457	243302
760	771295	242233
761	772177	241178
762	773018	240111
763	773971	239080
764	774825	238018
765	775679	236957
766	776589	235913
767	777770	234951
768	778939	233985
769	780273	233068
770	781309	232062
771	782522	231107
772	783896	230199
773	785248	229284
774	786538	228349
775	787686	227373
776	788738	226368
777	789874	225388
778	791033	224413
779	791885	223352
780	792750	222295
781	793637	221244
782	794499	220187
783	795350	219127
784	796180	218062
785	797073	217014
786	797941	215961
787	798938	214942
788	799909	213917
789	800943	212909
790	801968	211898
791	803373	210986
792	804340	209960
793	805211	208908
794	806203	207888
795	807173	206863
796	808028	205808
797	809240	204845
798	810157	203806
799	811036	202759
800	811857	201697
801	812693	200640
802	813518	199580
803	814372	198528
804	815199	197470
805	816014	196410
806	816838	195352
807	817671	194298
808	818540	193252
809	819372	192198
810	820272	191161
811	821221	190135
812	822132	189100
813	823054	188068
814	823984	187039
815	824875	186001
816	825733	184956
817	827077	184019
818	828172	183027
819	829167	182012
820	830079	180979
821	831201	179992
822	832087	178954
823	832910	177903
824	833774	176861
825	834645	175821
826	835506	174779
827	836497	173765
828	837718	172798
829	839168	171877
830	840121	170855
831	841165	169850
832	842194	168843
833	843169	167825
834	844967	166969
835	846534	166066
836	848059	165153
837	849320	164188
838	850391	163185
839	851984	162282
840	853301	161325
841	854559	160356
842	855515	159330
843	856367	158285
844	857219	157241
845	858066	156196
846	858948	155158
847	859898	154132
848	860756	153090
849	861628	152052
850	862533	151019
851	863479	149994
852	864325	148951
853	865235	147920
854	866368	146928
855	867506	145935
856	868781	144965
857	869700	143936
858	870568	142898
859	871436	141861
860	872363	140834
861	873216	139795
862	874359	138803
863	875498	137809
864	876368	136774
865	877198	135732
866	878049	134695
867	878940	133663
868	879795	132627
869	880636	131589
870	881467	130550
871	882314	129514
872	883367	128508
873	884296	127484
874	885189	126455
875	886086	125427
876	886933	124393
877	887785	123359
878	888626	122325
879	889494	121294
880	890359	120264
881	891327	119247
882	892195	118218
883	893042	117186
884	894127	116186
885	894988	115156
886	895850	114127
887	896685	113095
888	897534	112065
889	898391	111037
890	899248	110009
891	900095	108980
892	900936	107950
893	901773	106921
894	902669	105899
895	903507	104871
896	904360	103845
897	905205	102818
898	906061	101793
899	906955	100772
900	907790	99746
901	908640	98721
902	909501	97698
903	910346	96674
904	911202	95651
905	912345	94658
906	913456	93662
907	914501	92658
908	915472	91648
909	916612	90653
910	917650	89649
911	918511	88628
912	919351	87605
913	920205	86583
914	921062	85563
915	922117	84561
916	923046	83547
917	923893	82526
918	924718	81504
919	925586	80485
920	926544	79475
921	927585	78472
922	928506	77459
923	929408	76444
924	930566	75451
925	931966	74476
926	933017	73473
927	933960	72462
928	935315	71482
929	937143	70537
930	939122	69601
931	940780	68640
932	942336	67670
933	943253	66653
934	944383	65652
935	945654	64660
936	946573	63643
937	947516	62629
938	948383	61609
939	949232	60589
940	950085	59569
941	950924	58549
942	951800	57531
943	952660	56513
944	953594	55500
945	954498	54485
946	955377	53468
947	956232	52451
948	957063	51433
949	957966	50419
950	958810	49402
951	959672	48386
952	960518	47370
953	961360	46354
954	962189	45338
955	963025	44323
956	963859	43308
957	964754	42296
958	965620	41283
959	966459	40269
960	967511	39264
961	968372	38251
962	969227	37239
963	970088	36227
964	970933	35215
965	971766	34202
966	972630	33192
967	973479	32181
968	974312	31169
969	975158	30159
970	975996	29149
971	976845	28139
972	977679	27129
973	978519	26120
974	979356	25111
975	980208	24103
976	981033	23094
977	981886	22087
978	982813	21081
979	983708	20075
980	984604	19069
981	985497	18064
982	986349	17057
983	987202	16052
984	988048	15046
985	988929	14041
986	989754	13036
987	990641	12032
988	991465	11027
989	992347	10023
990	993176	9019
991	994023	8016
992	994889	7013
993	995723	6010
994	996570	5007
995	997517	4006
996	998501	3004
997	999426	2002
998	1000409	1001
999	1001352	0
